textDisplay,translate,cleanText
"INGAT.!!!! yg di pilih itu KING MAKER nya<br>Bukan capres &amp; cawapres nya .<br>MEGAWATI king maker nya ganjar &amp; mahfud, PAK JOKOWI king maker nya pak prabowo &amp; ghibran. SURYA PALOH king maker nya Anis &amp; ca&#39;imin.. inget jangan salah pilih..!!!! yg di pilih itu adalah KING MAKER nya. Karna king maker lah yg bisah menentukan arah bangsa ini maju... salam dari rakyat kaki lima..🙏🇲🇨","REMEMBER.!!!! what was chosen was the king maker <br> not a presidential candidate & amp; vice president. <br> Megawati King Maker Ganjar & amp; Mahfud, Mr. Jokowi King Maker Pak Prabowo & amp; Ghibran. Surya Paloh King Maker Anis & amp; Ca &#39; imin .. remember don't choose wrong .. !!!! What is chosen is the king maker. Because King Maker is the one who can determine the direction of this nation forward ... Greetings from the people of the street vendors ...",remember chosen king maker presidential candidate amp vice president megawati king maker ganjar amp mahfud mr jokowi king maker pak prabowo amp ghibran surya paloh king maker anis amp ca imin remember dont choose wrong chosen king maker king maker one determine direction nation forward greetings people street vendors
janji ke 1 harus didukung janji ke 2 biar bisa berkesinambungan ..Jika pengeluaran tapi tidak ada pemasukan yang ada hanya akan membebankan negara saja program program ini ..,The 1st promise must be supported by the second promise so that it can be sustainable ... if expenditure but no existing income will only burden the country this program ...,st promise must supported second promise sustainable expenditure existing income burden country program
Intinya dana nya pada ga sampe dan gaada 😢,The point is the funds are not arrived and no 😢,point funds arrived
Ujung2nya “janji tinggalah janji” !,"In the end ""Promise is a promise""!",end promise promise
"Desa suruh ngirim proposal dulu kalo mau bikin program kerja, terus nanti yang Dateng material kayanya maju dah😅😅","The village is told to send a proposal first if you want to make a work program, then later those who come to the material are rich in advance",village told send proposal first want make work program later come material rich advance
Yang paling logis sih janji pak prabowo,The most logical is the promise of Pak Prabowo,logical promise pak prabowo
"Hay kak Luna, <br>Saya sangat suka dengan channel ini kak, Chanel yang sangat bermanfaat...<br><br>Kapan kapan bahas dong kak tentang hutang keluarga Glazer ( pemilik salah satu club dengan fans terbanyak di dunia )<br>Salah satunya saya kak","Hay Sis Luna, <br> I really like this channel sis, a very useful channel ... <br> <br> When will you discuss the debt of the Glazer family (the owner of one of the clubs with the most fans in the world) <Br > One of them is me sis",hay sis luna really like channel sis useful channel discuss debt glazer family owner one clubs fans world one sis
Ngaco ngasih makanan anak sekolah #,Ngaco giving school children's food #,ngaco giving school childrens food
Siapapun yg terpilih semuanya pembohong,Whoever is chosen all liars,whoever chosen liars
Nnggk realistis gaji naik segitu #,Nnggk realistic salary rises that much #,nnggk realistic salary rises much
"Ribuan janji menjelang pemilu2024,yg sangat tidak realistis","Thousands of promises before the 2024 elections, which are very unrealistic",thousands promises elections unrealistic
Ketawa yuk,Let's laugh,lets laugh
"Yang paling gak realistis sih janjinya Ganjar,😂,intinya neruskan ikn itu intinya,gaji guru mau dinaikkan itu hanya pemaniss,dan pencitraan","The most unrealistic promise is Ganjar, 😂, the point is to continue the IKN is the point, the teacher's salary wants to be raised is only a manners, and imaging",unrealistic promise ganjar point continue ikn point teachers salary wants raised manners imaging
Prabowo realistis sih,Prabowo is realistic,prabowo realistic
Alhamdulillah ada konten yg mewakilkan pemikiran saya 😅,Alhamdulillah there is content that represents my thoughts 😅,alhamdulillah content represents thoughts
"Dagelan semua tp yg paling ndagel ya yg terakhir. BBM &amp; Listrik gratis/ disubsidi sebesar-besarnya. Edan! <br>Tuh liat di video negara Venezuela sbg contoh!<br>Alah g usah dipikir, palingan nanti ujung2nya semua cuman OMDO alias OMONG DOANK.",Dafage is all but the last one is the last one. BBM & amp; Free electricity/ subsidized as much as possible. Crazy! <br> tuh look at the video of the country of Venezuela as an example!,dafage last one last one bbm amp free electricity subsidized much possible crazy tuh look video country venezuela example
Cuma janji prabowo aja yang bisa di percaya,Just Prabowo's promise that can be trusted,prabowos promise trusted
Wkkwkwkwk,Wkkwkwkwk,wkkwkwkwk
"kalau nga di Korupsi semua bisa di lakukan, bahkan bayi baru lahir aja bisa langsung dapat uang kyk di brunai","If you are corrupt, everything can be done, even newborn babies can immediately get money in Brunei",corrupt everything done even newborn babies immediately get money brunei
"Ya siapapun yang jadi pemimpin negeri ini harus mensejahterakan petani, no impor bahan pokok terutama beras, atau ngga pupuk buat petani jangan MAHAL dan LANGKA.itu sih opini saya saja.untuk pembangunan didesa khususnya jalan harus diutamakan sebagai sarana transportasi.pembangunan irigasi juga diratakan.","Yes, anyone who becomes the leader of this country must prosper farmers, no import staples, especially rice, or not fertilizer for farmers, do not be expensive and rare. That is my opinion. For development in the village, especially the road must be prioritized as a means of transportation. Irrigation development is also leveled.",yes anyone becomes leader country must prosper farmers import staples especially rice fertilizer farmers expensive rare opinion development village especially road must prioritized means transportation irrigation development also leveled
Hrs ada perubahn..kl pemainxa itu2 sj...jgn berhrp bs terealisasi janji2...hrs tegas seperti Anis semasa menjabt gubernur...di dki,Must have changes ... the player xa2 sj ... don't have to realize the promises ... hrs firm like anis during the governor ... in dki,must changes player xa sj dont realize promises hrs firm like anis governor dki
Bs sj kl koruptor di miskinkn....semua uang di kbalikn k negara.. bersihkn korupsi tegakkn birokrasi...dn hukum hrs di tegakkn...,Bs sj kl corruptors in miskinkn .... all the money in the states of the state ... clean the corruption bureaucracy ... and law must be talked ...,bs sj kl corruptors miskinkn money states state clean corruption bureaucracy law must talked
Semakin unrealistis semakin mudah dilupakan... Seperti marketing yg jual mimpi.. Ini jadi semacam indikasi apakah rakyat bisa di kibuli atau engga... Tapi memang bagi mereka janji itu bukan hutang..... Kita contoh saja yg sudah sudah.. Dp0 rp tapi saat di tagih janjinya malah jadi BLOON... Atau sebenarnya memang BLOON,The more unrealistic the more easily forgotten ... like marketing that sells dreams ... this is a kind of indication whether the people can be kibuli or not ... but indeed for them the promise is not a debt ... Dp0 Rp. But when he was billed the promise was even bloon ... or actually it was bloon,unrealistic easily forgotten like marketing sells dreams kind indication whether people kibuli indeed promise debt dp rp billed promise even bloon actually bloon
kalo pak Anis nggak menang patut di pertanyakan,"If Mr. Anis doesn't win, it's worth questioning",mr anis doesnt win worth questioning
"Asupan makan anak sekolah sampai bumil sepertinya masuk anggaran kesehatan bukan pendidikan.<br>Cnth susu untuk balita gizi kurang, biskuit pmt balita dan bumil, sekarang gencar ngasih makan balita gizi kurang, suplemen vit a, tablet besi remaja sekola dan bumil dll smua dri anggran kesehatan bukan dari anggaran pendidikan",The intake of food for school children to pregnant women seems to be included in the health budget not education. Health members are not from the education budget,intake food school children pregnant women seems included health budget education health members education budget
"KUNCINYA SATU, PENGAWASAN ALIRAN DANA, HUKUMAN UNTUK PELAKU KORUPSI DITINGKATKAN, HUKUMAN MATI HARUS DITERAPKAN UNTUK KORUPSI YANG SANGAT MERUGIKAN NEGARA APALAGI DARI PIHAK PEMERINTAH","The key is one, the supervision of the flow of funds, the sentence for the perpetrators of corruption is increased, the death penalty must be applied for corruption which is very detrimental to the state especially from the government",key one supervision flow funds sentence perpetrators corruption increased death penalty must applied corruption detrimental state especially government
SETUJUUU....SANGAT MERUGIKAN RAKYAT JUGAA,Agree ... very detrimental to the people too,agree detrimental people
mana ada yg berani,where is there anything brave,anything brave
"Mimpi boss, kalau gak korupsi, emang mau ngandalin gaji... Terlalu banyak pengeluaran boss buat mahar mahar mahar dan mahar...","Boss's dream, if you don't corrupt, you want to rename a salary ... too much boss expenditure for dowry dowry and dowry ...",bosss dream dont corrupt want rename salary much boss expenditure dowry dowry dowry
@@sangpemimpi7488 ini mksd nya gimana. ?,@@ Sangpemimpi7488 This is the mksd. ?,sangpemimpi mksd
"@@saitama8746 kalau ngandalin gaji, pejabat gak dapat untung.. gajinya cuma habis buat mahar... Partai pasti minta mahar, tim sukses juga minta mahar, belum lagi para penjilat yang datang berkunjung minta uang...","@@ Saitama8746 If you rename the salary, officials can not profit ... the salary only runs out for dowry ... the party will definitely ask for a dowry, the success team also asked for a dowry, not to mention the lickers who came to visit asking for money ...",saitama rename salary officials profit salary runs dowry party definitely ask dowry success team also asked dowry mention lickers came visit asking money
